Scientific Name,Classification,Lowest Price RON,Highest Price RON,Water Level Area,Temp C Low ,Temp C High ,Hardness dH Low,Hardness dH High,pH Low,pH High,Display Name,Budget Category,Habitat Type,Experience Level,Tank Size Category,Distribution,MacroRegion,Picture URL,Note
Pelvicachromis pulcher,Small African Cichlids,32.36,32.36,Bottom/Mid Water,24,27,5,20,5,7.5,Kribensis (gold-albino),High Budget,Brackish Environment,Beginner,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Pelvicachromis_pulcher_%28male%29.jpg/400px-Pelvicachromis_pulcher_%28male%29.jpg,"Basic variety. Photo by Tino Strauss / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_pulcher_(male).jpg"
Pelvicachromis pulcher,Small African Cichlids,32.36,32.36,Bottom/Mid Water,24,27,5,20,5,7.5,Kribensis (gold-albino),High Budget,Flowing River,Beginner,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Pelvicachromis_pulcher_%28male%29.jpg/400px-Pelvicachromis_pulcher_%28male%29.jpg,"Basic variety. Photo by Tino Strauss / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_pulcher_(male).jpg"
Pelvicachromis pulcher,Small African Cichlids,44.47,59.9,Bottom/Mid Water,24,27,5,20,5,7.5,Kribensis (super red),High Budget,Brackish Environment,Beginner,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Pelvicachromis_pulcher_%28male%29.jpg/400px-Pelvicachromis_pulcher_%28male%29.jpg,"Basic variety. Photo by Tino Strauss / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_pulcher_(male).jpg"
Pelvicachromis pulcher,Small African Cichlids,44.47,59.9,Bottom/Mid Water,24,27,5,20,5,7.5,Kribensis (super red),High Budget,Flowing River,Beginner,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Pelvicachromis_pulcher_%28male%29.jpg/400px-Pelvicachromis_pulcher_%28male%29.jpg,"Basic variety. Photo by Tino Strauss / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_pulcher_(male).jpg"
Steatocranus tinanti,Small African Cichlids,33.33,90.8,Bottom Area,25,28,5,19,6,7.5,Steatocranus tinanti (Steatocranus tinanti),Medium Budget,Fast Flowing River,Advanced,Medium,Central Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Steatocranus_titanti.jpg/400px-Steatocranus_titanti.jpg,"Photo by Mario Rubio García / Wikimedia Commons, licensed under CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0) Source: https://commons.wikimedia.org/wiki/File:Steatocranus_titanti.jpg"
Chromidotilapia guntheri,Small African Cichlids,42.32,42.32,Bottom/Mid Water,24,27,1,15,6,8,Chromidotilapia guntheri (Chromidotilapia guntheri),Medium Budget,Flooded Areas,Advanced,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Chromidotilapia_guntheri_Bama_BF_cpl_fry2.jpg/400px-Chromidotilapia_guntheri_Bama_BF_cpl_fry2.jpg,"Photo by Michael.Negrini / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Chromidotilapia_guntheri_Bama_BF_cpl_fry2.jpg"
Chromidotilapia guntheri,Small African Cichlids,42.32,42.32,Bottom/Mid Water,24,27,1,15,6,8,Chromidotilapia guntheri (Chromidotilapia guntheri),Medium Budget,Flowing River,Advanced,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Chromidotilapia_guntheri_Bama_BF_cpl_fry2.jpg/400px-Chromidotilapia_guntheri_Bama_BF_cpl_fry2.jpg,"Photo by Michael.Negrini / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Chromidotilapia_guntheri_Bama_BF_cpl_fry2.jpg"
Pelvicachromis taeniatus,Small African Cichlids,43.95,52.95,Bottom Area,22,26,5,12,5,7.5,Striped Kribensis (niger. red),Medium Budget,Flowing River,Advanced,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Pelvicachromis_taeniatus.jpg/400px-Pelvicachromis_taeniatus.jpg,Basic variety. Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_taeniatus.jpg
Pelvicachromis taeniatus,Small African Cichlids,44.96,44.96,Bottom Area,22,26,5,12,5,7.5,Striped Kribensis (niger green),Medium Budget,Flowing River,Advanced,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Pelvicachromis_taeniatus.jpg/400px-Pelvicachromis_taeniatus.jpg,Basic variety. Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_taeniatus.jpg
Pelvicachromis taeniatus,Small African Cichlids,56.48,101.91,Bottom Area,22,26,5,12,5,7.5,Striped Kribensis (molive),Medium Budget,Flowing River,Advanced,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Pelvicachromis_taeniatus.jpg/400px-Pelvicachromis_taeniatus.jpg,Basic variety. Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_taeniatus.jpg
Pelvicachromis taeniatus,Small African Cichlids,69.9,69.9,Bottom Area,22,26,5,12,5,7.5,Striped Kribensis (nyete),Medium Budget,Flowing River,Advanced,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Pelvicachromis_taeniatus.jpg/400px-Pelvicachromis_taeniatus.jpg,Basic variety. Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_taeniatus.jpg
Pelvicachromis taeniatus,Small African Cichlids,101.91,101.91,Bottom Area,22,26,5,12,5,7.5,Striped Kribensis (kienke),Medium Budget,Flowing River,Advanced,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Pelvicachromis_taeniatus.jpg/400px-Pelvicachromis_taeniatus.jpg,Basic variety. Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_taeniatus.jpg
Pelvicachromis taeniatus,Small African Cichlids,112.11,112.11,Bottom Area,22,26,5,12,5,7.5,Striped Kribensis (ogele),Medium Budget,Flowing River,Advanced,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Pelvicachromis_taeniatus.jpg/400px-Pelvicachromis_taeniatus.jpg,Basic variety. Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_taeniatus.jpg
Pelvicachromis taeniatus,Small African Cichlids,115.42,115.42,Bottom Area,22,26,5,12,5,7.5,Striped Kribensis (lobe),Medium Budget,Flowing River,Advanced,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Pelvicachromis_taeniatus.jpg/400px-Pelvicachromis_taeniatus.jpg,Basic variety. Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_taeniatus.jpg
Pelvicachromis taeniatus,Small African Cichlids,54,54,Bottom Area,22,26,5,12,5,7.5,Striped Kribensis (nange),Medium Budget,Flowing River,Advanced,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Pelvicachromis_taeniatus.jpg/400px-Pelvicachromis_taeniatus.jpg,Basic variety. Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_taeniatus.jpg
Pelvicachromis taeniatus,Small African Cichlids,103.95,103.95,Bottom Area,22,26,5,12,5,7.5,Striped Kribensis (locoundie),Medium Budget,Flowing River,Advanced,Medium,West Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Pelvicachromis_taeniatus.jpg/400px-Pelvicachromis_taeniatus.jpg,Basic variety. Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_taeniatus.jpg
Nanochromis transverstitus,Small African Cichlids,49.9,66.95,Bottom Area,24,27,0,12,4,7,Transvestite Dwarf Cichlid (Nanochromis transverstitus),Medium Budget,Still Water,Advanced,Small,Central Africa,Africa,https://openclipart.org/image/400px/260648,No licensed image available yet
Nanochromis nudiceps,Small African Cichlids,51.92,66.11,Bottom Area,24,27,0,8,5,7,Nanochromis nudiceps (Nanochromis nudiceps),Medium Budget,Flowing River,Advanced,Small,Central Africa,Africa,https://openclipart.org/image/400px/260648,No licensed image available yet
Nanochromis parilus,Small African Cichlids,61.1,114.35,Bottom Area,22,25,1,8,6,7,Nanochromis parilus (Nanochromis parilus),Medium Budget,Flowing River,Advanced,Small,Central Africa,Africa,https://openclipart.org/image/400px/260648,No licensed image available yet
Pelvicachromis subocellatus,Small African Cichlids,64.82,64.82,Bottom Area,22,26,5,20,5.5,7.5,Ocellated Kribensis (matadi),Medium Budget,Brackish Environment,Advanced,Medium,Central Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Pelvicachromis_subocellatus_Moulondo_female.jpg/400px-Pelvicachromis_subocellatus_Moulondo_female.jpg,"Photo by Udo12345 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_subocellatus_Moulondo_female.jpg"
Pelvicachromis subocellatus,Small African Cichlids,64.82,64.82,Bottom Area,22,26,5,20,5.5,7.5,Ocellated Kribensis (matadi),Medium Budget,Still Water,Advanced,Medium,Central Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Pelvicachromis_subocellatus_Moulondo_female.jpg/400px-Pelvicachromis_subocellatus_Moulondo_female.jpg,"Photo by Udo12345 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_subocellatus_Moulondo_female.jpg"
Pelvicachromis subocellatus,Small African Cichlids,64.82,64.82,Bottom Area,22,26,5,20,5.5,7.5,Ocellated Kribensis (matadi),Medium Budget,Flowing River,Advanced,Medium,Central Africa,Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Pelvicachromis_subocellatus_Moulondo_female.jpg/400px-Pelvicachromis_subocellatus_Moulondo_female.jpg,"Photo by Udo12345 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Pelvicachromis_subocellatus_Moulondo_female.jpg"
Hyphessobrycon amandae,TETRA,9.95,9.95,Bottom/Mid Water,20,28,5,17,5,7,Ember Tetra (Hyphessobrycon amandae),Low Budget,Still Water,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Hyphessobrycon_amandae_A.jpg/400px-Hyphessobrycon_amandae_A.jpg,"Photo by Klaus Rudloff / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Hyphessobrycon_amandae_A.jpg"
Hyphessobrycon amandae,TETRA,9.95,9.95,Bottom/Mid Water,20,28,5,17,5,7,Ember Tetra (Hyphessobrycon amandae),Low Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Hyphessobrycon_amandae_A.jpg/400px-Hyphessobrycon_amandae_A.jpg,"Photo by Klaus Rudloff / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Hyphessobrycon_amandae_A.jpg"
Pristella maxillaris riddlei,TETRA,5.95,5.95,Middle Water,22,28,2,20,6,7.5,X-ray Tetra (Pristella maxillaris riddlei),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Pristella_maxillaris.jpg/400px-Pristella_maxillaris.jpg,"Photo by Richard Bartz, Munich Makro Freak / Wikimedia Commons, licensed under CC BY-SA 2.5 (https://creativecommons.org/licenses/by-sa/2.5) Source: https://commons.wikimedia.org/wiki/File:Pristella_maxillaris.jpg"
Pristella maxillaris riddlei,TETRA,5.95,5.95,Middle Water,22,28,2,20,6,7.5,X-ray Tetra (Pristella maxillaris riddlei),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Pristella_maxillaris.jpg/400px-Pristella_maxillaris.jpg,"Photo by Richard Bartz, Munich Makro Freak / Wikimedia Commons, licensed under CC BY-SA 2.5 (https://creativecommons.org/licenses/by-sa/2.5) Source: https://commons.wikimedia.org/wiki/File:Pristella_maxillaris.jpg"
Pristella maxillaris riddlei,TETRA,9.95,9.95,Middle Water,22,28,2,20,6,7.5,X-ray Tetra (gold),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Pristella_maxillaris.jpg/400px-Pristella_maxillaris.jpg,"Photo by Richard Bartz, Munich Makro Freak / Wikimedia Commons, licensed under CC BY-SA 2.5 (https://creativecommons.org/licenses/by-sa/2.5) Source: https://commons.wikimedia.org/wiki/File:Pristella_maxillaris.jpg"
Pristella maxillaris riddlei,TETRA,9.95,9.95,Middle Water,22,28,2,20,6,7.5,X-ray Tetra (gold),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Pristella_maxillaris.jpg/400px-Pristella_maxillaris.jpg,"Photo by Richard Bartz, Munich Makro Freak / Wikimedia Commons, licensed under CC BY-SA 2.5 (https://creativecommons.org/licenses/by-sa/2.5) Source: https://commons.wikimedia.org/wiki/File:Pristella_maxillaris.jpg"
Axelrodia riesei,TETRA,6.95,6.95,Mid/Top Water,20,28,3,12,4,6.5,Ruby Tetra (Ruby Tetra),Low Budget,Fast Flowing River,Beginner,Small,Orinoco,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Pfeffersalmler_Axelrodia_riesei_%2816467043916%29.jpg/400px-Pfeffersalmler_Axelrodia_riesei_%2816467043916%29.jpg,"Photo by Thomas Siems / Wikimedia Commons, licensed under CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0) Source: https://commons.wikimedia.org/wiki/File:Pfeffersalmler_Axelrodia_riesei_(16467043916).jpg"
Axelrodia riesei,TETRA,6.95,6.95,Mid/Top Water,20,28,3,12,4,6.5,Ruby Tetra (Ruby Tetra),Low Budget,Flowing River,Beginner,Small,Orinoco,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Pfeffersalmler_Axelrodia_riesei_%2816467043916%29.jpg/400px-Pfeffersalmler_Axelrodia_riesei_%2816467043916%29.jpg,"Photo by Thomas Siems / Wikimedia Commons, licensed under CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0) Source: https://commons.wikimedia.org/wiki/File:Pfeffersalmler_Axelrodia_riesei_(16467043916).jpg"
Gymnocorymbus ternetzi,TETRA,8.95,8.95,Mid/Top Water,20,26,5,20,6,7,Black Widow Tetra (gold),Low Budget,Flowing River,Beginner,Medium,South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Gymnocorymbus_ternetzi_var._velitail.jpg/400px-Gymnocorymbus_ternetzi_var._velitail.jpg,"Basic variety. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Gymnocorymbus_ternetzi_var._velitail.jpg"
Gymnocorymbus ternetzi,TETRA,9.95,9.95,Mid/Top Water,20,26,5,20,6,7,Black Widow Tetra (gold l. f.),Low Budget,Flowing River,Beginner,Medium,South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Gymnocorymbus_ternetzi_var._velitail.jpg/400px-Gymnocorymbus_ternetzi_var._velitail.jpg,"Basic variety. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Gymnocorymbus_ternetzi_var._velitail.jpg"
Gymnocorymbus ternetzi,TETRA,6.95,12.95,Mid/Top Water,20,26,5,20,6,7,Black Widow Tetra (Gymnocorymbus ternetzi),Low Budget,Flowing River,Beginner,Medium,South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Gymnocorymbus_ternetzi_var._velitail.jpg/400px-Gymnocorymbus_ternetzi_var._velitail.jpg,"Basic variety. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Gymnocorymbus_ternetzi_var._velitail.jpg"
Moenkhausia columbiana,TETRA,7.95,11.95,Middle Water,24,28,5,12,5.5,7,Diamond Tetra (red-blue),Low Budget,Still Water,Beginner,Medium,Venezuela,South America,https://openclipart.org/image/400px/260648,No licensed image available yet
Moenkhausia columbiana,TETRA,15.95,15.95,Middle Water,24,28,5,12,5.5,7,Diamond Tetra (gold),High Budget,Still Water,Beginner,Medium,Venezuela,South America,https://openclipart.org/image/400px/260648,No licensed image available yet
Hemigrammus ocellifer,TETRA,7.95,7.95,Middle Water,24,28,5,20,5.5,7.5,Head-and-tail light Tetra (Hemigrammus ocellifer),Low Budget,Flooded Areas,Beginner,Medium,South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Tetra-HeadTail2023.jpg/400px-Tetra-HeadTail2023.jpg,"Photo by MidnightMountain / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Tetra-HeadTail2023.jpg"
Hemigrammus ocellifer,TETRA,7.95,7.95,Middle Water,24,28,5,20,5.5,7.5,Head-and-tail light Tetra (Hemigrammus ocellifer),Low Budget,Still Water,Beginner,Medium,South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Tetra-HeadTail2023.jpg/400px-Tetra-HeadTail2023.jpg,"Photo by MidnightMountain / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Tetra-HeadTail2023.jpg"
Hemigrammus ocellifer,TETRA,7.95,7.95,Middle Water,24,28,5,20,5.5,7.5,Head-and-tail light Tetra (Hemigrammus ocellifer),Low Budget,Flowing River,Beginner,Medium,South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Tetra-HeadTail2023.jpg/400px-Tetra-HeadTail2023.jpg,"Photo by MidnightMountain / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Tetra-HeadTail2023.jpg"
Hemigrammus rhodostomus,TETRA,7.95,19.9,Middle Water,24,27,2,15,5.5,7,Rummy-nose tetra (CB),Low Budget,Flowing River,Beginner,Medium,South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Petitella_rhodostomus_%28Hemigrammus_rhodostomus%29%2C_2013.jpg/400px-Petitella_rhodostomus_%28Hemigrammus_rhodostomus%29%2C_2013.jpg,"Basic variety. Photo by Tomasz Lachowicz / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Petitella_rhodostomus_(Hemigrammus_rhodostomus),_2013.jpg"
Hemigrammus rhodostomus,TETRA,19.9,19.9,Middle Water,24,27,2,15,5.5,7,Rummy-nose tetra (brilliant head),High Budget,Flowing River,Beginner,Medium,South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Petitella_rhodostomus_%28Hemigrammus_rhodostomus%29%2C_2013.jpg/400px-Petitella_rhodostomus_%28Hemigrammus_rhodostomus%29%2C_2013.jpg,"Basic variety. Photo by Tomasz Lachowicz / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Petitella_rhodostomus_(Hemigrammus_rhodostomus),_2013.jpg"
Hemigrammus rhodostomus,TETRA,19.9,19.9,Middle Water,24,27,2,15,5.5,7,Rummy-nose tetra (gold),High Budget,Flowing River,Beginner,Medium,South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Petitella_rhodostomus_%28Hemigrammus_rhodostomus%29%2C_2013.jpg/400px-Petitella_rhodostomus_%28Hemigrammus_rhodostomus%29%2C_2013.jpg,"Basic variety. Photo by Tomasz Lachowicz / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Petitella_rhodostomus_(Hemigrammus_rhodostomus),_2013.jpg"
Nannostomus beckfordi,TETRA,7.95,7.95,Middle Water,21,27,2,15,5,8,Golden Pencilfish (Nannostomus beckfordi),Low Budget,Flowing River,Beginner,Small,South America,South America,https://upload.wikimedia.org/wikipedia/commons/7/77/Nannostomus-beckfordi.jpg,"Photo by SelEle-MS / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Nannostomus-beckfordi.jpg"
Nannostomus beckfordi,TETRA,7.95,7.95,Middle Water,21,27,2,15,5,8,Golden Pencilfish (Nannostomus beckfordi),Low Budget,Flooded Areas,Beginner,Small,South America,South America,https://upload.wikimedia.org/wikipedia/commons/7/77/Nannostomus-beckfordi.jpg,"Photo by SelEle-MS / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Nannostomus-beckfordi.jpg"
Nannostomus beckfordi,TETRA,9.95,9.95,Middle Water,21,27,2,15,5,8,Golden Pencilfish (red),Low Budget,Flowing River,Beginner,Small,South America,South America,https://upload.wikimedia.org/wikipedia/commons/7/77/Nannostomus-beckfordi.jpg,"Photo by SelEle-MS / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Nannostomus-beckfordi.jpg"
Nannostomus beckfordi,TETRA,9.95,9.95,Middle Water,21,27,2,15,5,8,Golden Pencilfish (red),Low Budget,Flooded Areas,Beginner,Small,South America,South America,https://upload.wikimedia.org/wikipedia/commons/7/77/Nannostomus-beckfordi.jpg,"Photo by SelEle-MS / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Nannostomus-beckfordi.jpg"
Moenkhausia sanctaefilomenae,TETRA,7.95,12.95,Mid/Top Water,22,26,3,20,6,8,Red-eye Tetra (Moenkhausia sanctaefilomenae),Low Budget,Flowing River,Beginner,Medium,Southeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Moenkhausia_sanctaefilomenae.jpg/400px-Moenkhausia_sanctaefilomenae.jpg,"Photo by Chle / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Moenkhausia_sanctaefilomenae.jpg"
Aphyocharax anisitsi,TETRA,7.95,16.95,Mid/Top Water,18,28,5,10,6,8,Bloodfin Tetra (Aphyocharax anisitsi /rubripinni),Low Budget,Flowing River,Beginner,Small,Southeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Aphyocharax_anisitsi.jpg/640px-Aphyocharax_anisitsi.jpg,"Photo by Hemigrammus / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Aphyocharax_anisitsi.jpg"
Hyphessobrycon flammeus,TETRA,8.95,8.95,Mid/Top Water,20,26,3,15,5.5,7.5,Flame Tetra (yellow),Low Budget,Flowing River,Beginner,Small,Brazil,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Hyphessobrycon_flammeus_3.jpg/400px-Hyphessobrycon_flammeus_3.jpg,Source: https://commons.wikimedia.org/wiki/File:Hyphessobrycon_flammeus_3.jpg
Hyphessobrycon flammeus,TETRA,7.95,9.95,Mid/Top Water,20,26,3,15,5.5,7.5,Flame Tetra (Hyphessobrycon flammeus),Low Budget,Flowing River,Beginner,Small,Brazil,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Hyphessobrycon_flammeus_3.jpg/400px-Hyphessobrycon_flammeus_3.jpg,Source: https://commons.wikimedia.org/wiki/File:Hyphessobrycon_flammeus_3.jpg
Hyphessobrycon flammeus,TETRA,9.95,9.95,Mid/Top Water,20,26,3,15,5.5,7.5,Flame Tetra (diamant),Low Budget,Flowing River,Beginner,Small,Brazil,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Hyphessobrycon_flammeus_3.jpg/400px-Hyphessobrycon_flammeus_3.jpg,Source: https://commons.wikimedia.org/wiki/File:Hyphessobrycon_flammeus_3.jpg
Hyphessobrycon flammeus,TETRA,9.95,12.95,Mid/Top Water,20,26,3,15,5.5,7.5,Flame Tetra (orange),Low Budget,Flowing River,Beginner,Small,Brazil,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Hyphessobrycon_flammeus_3.jpg/400px-Hyphessobrycon_flammeus_3.jpg,Source: https://commons.wikimedia.org/wiki/File:Hyphessobrycon_flammeus_3.jpg
Paracheirodon innesi,TETRA,8.95,8.95,Middle Water,21,25,2,10,4,7.5,Neon Tetra (gold),Low Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Neonsalmler_Paracheirodon_innesi.jpg/400px-Neonsalmler_Paracheirodon_innesi.jpg,"Photo by Holger Krisp / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Neonsalmler_Paracheirodon_innesi.jpg"
Paracheirodon innesi,TETRA,7.95,10.77,Middle Water,21,25,2,10,4,7.5,Neon Tetra (neon clasic),Low Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Neonsalmler_Paracheirodon_innesi.jpg/400px-Neonsalmler_Paracheirodon_innesi.jpg,"Photo by Holger Krisp / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Neonsalmler_Paracheirodon_innesi.jpg"
Paracheirodon innesi,TETRA,10.95,12.95,Middle Water,21,25,2,10,4,7.5,Neon Tetra (yellow),Medium Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Neonsalmler_Paracheirodon_innesi.jpg/400px-Neonsalmler_Paracheirodon_innesi.jpg,"Photo by Holger Krisp / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Neonsalmler_Paracheirodon_innesi.jpg"
