Scientific Name,Classification,Lowest Price RON,Highest Price RON,Water Level Area,Temp C Low ,Temp C High ,Hardness dH Low,Hardness dH High,pH Low,pH High,Display Name,Budget Category,Habitat Type,Experience Level,Tank Size Category,Distribution,MacroRegion,Picture URL,Note
Poecilia reticulata,GUPPY,9.95,9.95,Mid/Top Water,17,28,8,30,7,8.5,Guppy (German Sunset),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,9.95,Mid/Top Water,17,28,8,30,7,8.5,Guppy (German Sunset),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,9.95,Mid/Top Water,17,28,8,30,7,8.5,Guppy (golden neon blue Femela),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,9.95,Mid/Top Water,17,28,8,30,7,8.5,Guppy (golden neon blue Femela),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,9.95,Mid/Top Water,17,28,8,30,7,8.5,Guppy (golden neon blue Femela),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,9.95,Mid/Top Water,17,28,8,30,7,8.5,Guppy (golden neon blue Femela),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,9.95,Mid/Top Water,17,28,8,30,7,8.5,Guppy (cobra multicolor elephant ears Mascul),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,9.95,Mid/Top Water,17,28,8,30,7,8.5,Guppy (cobra multicolor elephant ears Mascul),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,9.95,Mid/Top Water,17,28,8,30,7,8.5,Guppy (cobra multicolor elephant ears Mascul),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,9.95,Mid/Top Water,17,28,8,30,7,8.5,Guppy (cobra multicolor elephant ears Mascul),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (Purple Queen),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (Purple Queen),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (Purple Queen),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (Purple Queen),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (femela red golden),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (femela red golden),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (femela red golden),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (femela red golden),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blue jeans),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blue jeans),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blue jeans),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blue jeans),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (magenta grass tail elephant ears Male),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (magenta grass tail elephant ears Male),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (magenta grass tail elephant ears Male),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,9.95,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (magenta grass tail elephant ears Male),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (golden platinum),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (golden platinum),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (golden platinum),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (golden platinum),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.05,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (Fire Tuxedo),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.05,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (Fire Tuxedo),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.05,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (Fire Tuxedo),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.05,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (Fire Tuxedo),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (sunset cobra),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (sunset cobra),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (sunset cobra),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.15,Mid/Top Water,17,28,8,30,7,8.5,Guppy (sunset cobra),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blue mosaic tail),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blue mosaic tail),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blue mosaic tail),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blue mosaic tail),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (variegated),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (variegated),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (variegated),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (variegated),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (coral tail),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
